Date,Type,Expense Category,Amount ($),Notes
12/29/2025,Expense,Shipping Fees,$885.76,Family outing
11/6/2025,Expense,Shipping Fees,"$1,738.94",Online purchase
5/21/2025,Expense,Shipping Fees,$535.13,Family outing
4/24/2025,Expense,Shipping Fees,$473.85,Online purchase
12/14/2024,Expense,Shipping Fees,"$2,035.92",Streaming service
6/10/2025,Expense,Shipping Fees,"$1,902.42",Utility bill
12/26/2025,Expense,Shipping Fees,"$1,639.95",Streaming service
4/18/2024,Expense,Shipping Fees,$550.87,Medical visit
1/29/2025,Expense,Shipping Fees,"$2,170.31",Streaming service
7/26/2024,Expense,Shipping Fees,$473.94,Utility bill
3/9/2025,Expense,Shipping Fees,"$1,717.23",Groceries
10/25/2025,Expense,Shipping Fees,$372.49,Online purchase
2/1/2026,Expense,Shipping Fees,$605.20,Vacation booking
7/10/2024,Expense,Shipping Fees,$76.32,Streaming service
4/8/2025,Expense,Shipping Fees,$667.62,Streaming service
3/27/2024,Expense,Shipping Fees,"$1,081.53",Office commute
2/10/2025,Expense,Shipping Fees,"$1,079.97",Medical visit
2/24/2024,Expense,Shipping Fees,$685.11,Online purchase
2/20/2024,Expense,Shipping Fees,"$1,831.34",Course fee
7/17/2024,Expense,Shipping Fees,$477.68,Office commute
8/31/2025,Expense,Shipping Fees,"$1,326.26",Vacation booking
6/15/2025,Expense,Shipping Fees,$277.42,Monthly payment
10/23/2025,Expense,Shipping Fees,"$2,397.63",Family outing
4/27/2024,Expense,Shipping Fees,"$2,238.17",Groceries
9/29/2024,Expense,Shipping Fees,$169.29,Online purchase
10/9/2024,Expense,Shipping Fees,"$2,207.09",Course fee
2/5/2025,Expense,Shipping Fees,$257.75,Utility bill
5/22/2025,Expense,Shipping Fees,$431.72,Family outing
12/21/2024,Expense,Shipping Fees,"$1,766.10",Utility bill
1/21/2026,Expense,Shipping Fees,$240.14,Streaming service
12/18/2025,Expense,Shipping Fees,"$1,194.51",Utility bill
5/23/2026,Expense,Shipping Fees,$429.73,Online purchase
6/19/2024,Expense,Shipping Fees,$833.73,Vacation booking
5/25/2024,Expense,Shipping Fees,"$1,666.75",Course fee
12/8/2024,Expense,Shipping Fees,$447.90,Utility bill
3/19/2024,Expense,Shipping Fees,"$1,699.61",Monthly payment
8/31/2025,Expense,Shipping Fees,"$2,424.01",Groceries
1/2/2024,Expense,Shipping Fees,"$2,183.68",Vacation booking
4/22/2024,Expense,Shipping Fees,"$2,048.22",Groceries
11/27/2025,Expense,Shipping Fees,"$2,089.22",Streaming service
5/30/2025,Expense,Shipping Fees,"$1,888.71",Online purchase
4/12/2024,Expense,Shipping Fees,"$2,010.71",Medical visit
4/8/2025,Expense,Shipping Fees,"$1,838.36",Streaming service
9/20/2024,Expense,Shipping Fees,$637.57,Vacation booking
1/14/2024,Expense,Shipping Fees,$756.33,Medical visit
6/14/2025,Expense,Shipping Fees,"$1,213.47",Utility bill
12/3/2025,Expense,Shipping Fees,"$1,821.90",Monthly payment
5/31/2024,Expense,Shipping Fees,"$2,141.38",Office commute
12/31/2024,Expense,Shipping Fees,$82.11,Groceries
1/28/2026,Expense,Shipping Fees,$901.75,Online purchase
7/17/2024,Expense,Shipping Fees,"$1,598.64",Utility bill
10/3/2025,Expense,Shipping Fees,"$2,248.56",Vacation booking
6/23/2025,Expense,Shipping Fees,$666.95,Medical visit
12/5/2024,Expense,Shipping Fees,"$1,474.92",Utility bill
11/12/2024,Expense,Shipping Fees,$107.54,Streaming service
12/19/2025,Expense,Shipping Fees,"$2,086.26",Online purchase
3/19/2025,Expense,Shipping Fees,"$1,418.82",Medical visit
10/22/2024,Expense,Shipping Fees,"$2,423.83",Vacation booking
12/2/2025,Expense,Shipping Fees,"$1,168.46",Office commute
6/19/2025,Expense,Shipping Fees,"$1,561.37",Office commute
11/6/2024,Expense,Shipping Fees,$724.21,Utility bill
1/16/2024,Expense,Shipping Fees,$107.18,Utility bill
4/25/2026,Expense,Shipping Fees,$312.97,Vacation booking
11/9/2024,Expense,Shipping Fees,"$1,078.66",Monthly payment
2/21/2024,Expense,Shipping Fees,$348.61,Utility bill
3/15/2026,Expense,Shipping Fees,"$1,664.99",Streaming service
6/7/2024,Expense,Shipping Fees,"$1,784.43",Office commute
1/20/2026,Expense,Shipping Fees,"$1,082.97",Online purchase
10/24/2024,Expense,Shipping Fees,$85.18,Medical visit
9/11/2024,Expense,Shipping Fees,"$1,059.30",Online purchase
9/24/2024,Expense,Shipping Fees,"$1,494.61",Office commute
7/31/2025,Expense,Shipping Fees,"$1,698.91",Medical visit
4/3/2026,Expense,Shipping Fees,$352.25,Family outing
9/13/2024,Expense,Shipping Fees,"$1,043.70",Family outing
11/4/2024,Expense,Shipping Fees,$218.57,Groceries
10/5/2025,Expense,Shipping Fees,"$1,366.85",Course fee
3/12/2026,Expense,Shipping Fees,$244.63,Streaming service
3/28/2025,Expense,Shipping Fees,"$1,262.02",Medical visit
4/24/2025,Expense,Shipping Fees,"$1,072.03",Course fee
2/24/2025,Expense,Shipping Fees,$74.04,Streaming service
1/28/2024,Expense,Shipping Fees,$225.63,Office commute
9/21/2025,Expense,Shipping Fees,"$1,967.65",Groceries
6/8/2025,Expense,Shipping Fees,$322.55,Streaming service
8/2/2025,Expense,Shipping Fees,$138.57,Course fee
5/8/2024,Expense,Shipping Fees,"$1,676.85",Vacation booking
4/6/2026,Expense,Shipping Fees,"$1,153.25",Monthly payment
3/27/2024,Expense,Shipping Fees,$679.09,Online purchase
12/7/2024,Expense,Shipping Fees,$248.01,Utility bill
8/2/2025,Expense,Shipping Fees,"$1,728.03",Monthly payment
5/4/2024,Expense,Shipping Fees,"$1,687.66",Monthly payment
12/19/2025,Expense,Shipping Fees,"$1,293.08",Streaming service
1/28/2026,Expense,Shipping Fees,$345.32,Office commute
11/4/2024,Expense,Shipping Fees,"$1,799.26",Monthly payment
4/4/2026,Expense,Shipping Fees,"$1,561.04",Family outing
4/27/2024,Expense,Shipping Fees,$5.09,Groceries
5/3/2024,Expense,Shipping Fees,$246.67,Family outing
4/16/2024,Expense,Shipping Fees,$66.52,Streaming service
3/30/2025,Expense,Shipping Fees,$143.85,Online purchase
11/3/2024,Expense,Shipping Fees,"$1,211.88",Office commute
4/19/2026,Expense,Shipping Fees,"$2,105.09",Streaming service
9/23/2024,Expense,Shipping Fees,"$1,704.89",Groceries
5/6/2024,Expense,Shipping Fees,$369.88,Monthly payment
7/8/2024,Expense,Shipping Fees,"$2,047.28",Family outing
6/23/2024,Expense,Shipping Fees,"$1,855.45",Streaming service
7/24/2024,Expense,Shipping Fees,"$1,203.76",Utility bill
11/14/2025,Expense,Shipping Fees,"$2,397.93",Vacation booking
1/11/2025,Expense,Shipping Fees,$981.02,Online purchase
4/20/2025,Expense,Shipping Fees,"$2,034.67",Office commute
1/29/2024,Expense,Shipping Fees,"$1,145.42",Groceries
2/2/2025,Expense,Shipping Fees,"$1,453.44",Monthly payment
10/22/2025,Expense,Shipping Fees,"$1,113.98",Medical visit
5/22/2024,Expense,Shipping Fees,"$2,206.65",Vacation booking
10/10/2024,Expense,Shipping Fees,"$2,454.48",Medical visit
5/27/2025,Expense,Shipping Fees,$530.90,Streaming service
2/3/2025,Expense,Shipping Fees,$161.60,Office commute
12/26/2024,Expense,Shipping Fees,$851.53,Office commute
10/12/2024,Expense,Shipping Fees,"$2,309.07",Online purchase
5/9/2026,Expense,Shipping Fees,$944.42,Vacation booking
9/12/2025,Expense,Shipping Fees,"$1,442.22",Streaming service
3/5/2026,Expense,Shipping Fees,$651.77,Medical visit
8/25/2025,Expense,Shipping Fees,$873.50,Groceries
4/29/2026,Expense,Shipping Fees,$173.59,Monthly payment
5/22/2026,Expense,Shipping Fees,$583.10,Online purchase
5/26/2025,Expense,Shipping Fees,$812.53,Family outing
3/1/2026,Expense,Shipping Fees,$268.05,Office commute
1/15/2026,Expense,Shipping Fees,"$1,890.76",Course fee
3/6/2024,Expense,Shipping Fees,"$1,531.70",Online purchase
2/8/2024,Expense,Shipping Fees,"$1,106.61",Medical visit
9/13/2025,Expense,Shipping Fees,"$2,309.26",Medical visit
4/20/2024,Expense,Shipping Fees,$947.18,Groceries
7/23/2025,Expense,Shipping Fees,$493.32,Vacation booking
3/24/2025,Expense,Shipping Fees,$567.61,Office commute
3/20/2025,Expense,Shipping Fees,"$2,022.64",Family outing
3/29/2024,Expense,Shipping Fees,$65.49,Online purchase
7/27/2024,Expense,Shipping Fees,"$2,025.97",Monthly payment
1/3/2025,Expense,Shipping Fees,"$1,422.90",Online purchase
12/14/2024,Expense,Shipping Fees,"$1,707.49",Streaming service
5/23/2025,Expense,Shipping Fees,"$2,081.85",Groceries
4/27/2026,Expense,Shipping Fees,"$1,254.62",Medical visit
9/25/2025,Expense,Shipping Fees,"$2,134.29",Online purchase
3/25/2025,Expense,Shipping Fees,"$1,565.55",Online purchase
8/5/2025,Expense,Shipping Fees,$322.34,Streaming service
11/1/2024,Expense,Shipping Fees,$299.23,Family outing
2/22/2024,Expense,Shipping Fees,"$1,353.64",Monthly payment
8/17/2024,Expense,Shipping Fees,"$2,306.07",Utility bill
2/3/2025,Expense,Shipping Fees,$174.54,Office commute
10/21/2024,Expense,Shipping Fees,"$1,338.39",Family outing
5/23/2026,Expense,Shipping Fees,"$2,329.86",Streaming service
11/15/2024,Expense,Shipping Fees,"$1,548.52",Streaming service
12/15/2025,Expense,Shipping Fees,"$1,459.02",Utility bill
10/30/2025,Expense,Shipping Fees,$85.53,Course fee
9/24/2024,Expense,Shipping Fees,$839.68,Monthly payment
5/22/2024,Expense,Shipping Fees,"$1,369.98",Medical visit
2/14/2026,Expense,Shipping Fees,$592.86,Online purchase
4/4/2026,Expense,Shipping Fees,"$2,261.29",Monthly payment
12/20/2024,Expense,Shipping Fees,"$2,375.02",Groceries
1/27/2026,Expense,Shipping Fees,"$2,323.76",Streaming service
5/5/2025,Expense,Shipping Fees,$679.92,Monthly payment
4/16/2024,Expense,Shipping Fees,"$1,244.01",Family outing
10/27/2025,Expense,Shipping Fees,"$1,081.63",Utility bill
3/11/2026,Expense,Shipping Fees,$58.50,Monthly payment
1/27/2024,Expense,Shipping Fees,"$1,337.79",Course fee
11/29/2025,Expense,Shipping Fees,"$1,383.48",Monthly payment
1/31/2025,Expense,Shipping Fees,"$1,740.12",Course fee
12/19/2025,Expense,Shipping Fees,"$1,376.11",Online purchase
3/24/2025,Expense,Shipping Fees,"$2,243.38",Medical visit
12/26/2024,Expense,Shipping Fees,$861.10,Monthly payment
8/31/2024,Expense,Shipping Fees,$234.52,Monthly payment
8/20/2024,Expense,Shipping Fees,"$1,869.95",Streaming service
8/4/2025,Expense,Shipping Fees,"$2,477.39",Monthly payment
1/7/2026,Expense,Shipping Fees,"$2,032.49",Online purchase
2/28/2024,Expense,Shipping Fees,"$1,099.20",Utility bill
2/14/2024,Expense,Shipping Fees,$877.42,Family outing
10/26/2024,Expense,Shipping Fees,"$1,517.28",Vacation booking
11/4/2025,Expense,Shipping Fees,"$1,643.19",Online purchase
9/13/2024,Expense,Shipping Fees,$518.62,Medical visit
5/29/2026,Expense,Shipping Fees,"$1,111.64",Utility bill
1/10/2025,Expense,Shipping Fees,$735.25,Family outing
6/23/2025,Expense,Shipping Fees,$800.55,Streaming service
5/30/2025,Expense,Shipping Fees,$139.72,Course fee
12/23/2025,Expense,Shipping Fees,"$1,218.09",Online purchase
7/27/2024,Expense,Shipping Fees,"$2,104.36",Streaming service
8/24/2024,Expense,Shipping Fees,"$1,856.06",Family outing
5/5/2024,Expense,Shipping Fees,"$1,813.65",Office commute
2/6/2024,Expense,Shipping Fees,"$1,747.36",Vacation booking
4/26/2024,Expense,Shipping Fees,"$1,249.77",Monthly payment
10/3/2024,Expense,Shipping Fees,"$1,472.66",Utility bill
4/27/2026,Expense,Shipping Fees,$154.00,Groceries
1/28/2025,Expense,Shipping Fees,$52.03,Course fee
1/28/2025,Expense,Shipping Fees,$115.82,Family outing
1/23/2025,Expense,Shipping Fees,"$1,651.51",Streaming service
2/23/2024,Expense,Shipping Fees,$83.11,Medical visit
1/27/2024,Expense,Shipping Fees,"$1,887.42",Medical visit
4/28/2026,Expense,Shipping Fees,"$2,026.56",Groceries
8/9/2024,Expense,Shipping Fees,$855.66,Groceries
3/20/2025,Expense,Shipping Fees,"$1,957.62",Monthly payment
4/6/2026,Expense,Shipping Fees,"$1,385.47",Utility bill
5/29/2026,Expense,Shipping Fees,"$1,161.44",Groceries
1/6/2026,Expense,Shipping Fees,"$1,923.69",Utility bill
6/15/2024,Expense,Shipping Fees,"$1,170.99",Family outing
5/15/2024,Expense,Shipping Fees,$705.35,Utility bill
3/28/2024,Expense,Shipping Fees,"$1,929.49",Utility bill
12/11/2024,Expense,Shipping Fees,$989.53,Groceries
10/7/2024,Expense,Shipping Fees,$675.52,Utility bill
3/12/2026,Expense,Shipping Fees,$35.79,Utility bill
8/5/2025,Expense,Shipping Fees,"$2,090.82",Office commute
3/30/2025,Expense,Shipping Fees,$48.08,Monthly payment
4/22/2025,Expense,Shipping Fees,"$2,414.88",Vacation booking
10/15/2025,Expense,Shipping Fees,$548.52,Monthly payment
8/16/2025,Expense,Shipping Fees,$694.73,Groceries
7/18/2025,Expense,Shipping Fees,"$2,383.47",Vacation booking
7/3/2024,Expense,Shipping Fees,"$1,916.11",Utility bill
9/22/2024,Expense,Shipping Fees,$322.42,Office commute
5/30/2024,Expense,Shipping Fees,"$1,641.67",Family outing
4/27/2024,Expense,Shipping Fees,$464.72,Streaming service
3/26/2025,Expense,Shipping Fees,$796.75,Streaming service
1/4/2026,Expense,Shipping Fees,$156.73,Utility bill
9/20/2024,Expense,Shipping Fees,"$1,697.58",Medical visit
7/7/2025,Expense,Shipping Fees,"$1,503.44",Medical visit
4/21/2024,Expense,Shipping Fees,"$1,269.81",Online purchase
6/7/2025,Expense,Shipping Fees,$596.26,Medical visit
8/7/2025,Expense,Shipping Fees,"$2,073.70",Course fee
3/14/2024,Expense,Shipping Fees,"$2,190.25",Office commute
1/26/2024,Expense,Shipping Fees,"$1,519.38",Medical visit
12/9/2024,Expense,Shipping Fees,"$2,243.99",Medical visit
4/26/2025,Expense,Shipping Fees,"$1,556.68",Office commute
1/12/2025,Expense,Shipping Fees,$730.73,Office commute
8/28/2025,Expense,Shipping Fees,$270.05,Family outing
4/7/2026,Expense,Shipping Fees,"$1,279.44",Streaming service
3/13/2026,Expense,Shipping Fees,"$1,783.54",Family outing
1/22/2025,Expense,Shipping Fees,$86.34,Office commute
1/25/2025,Expense,Shipping Fees,"$2,388.17",Family outing
8/1/2025,Expense,Shipping Fees,"$2,494.54",Streaming service
1/21/2026,Expense,Shipping Fees,"$1,349.72",Online purchase
5/17/2026,Expense,Shipping Fees,"$1,996.52",Groceries
4/28/2025,Expense,Shipping Fees,"$1,303.24",Medical visit
10/2/2024,Expense,Shipping Fees,"$2,090.84",Utility bill
9/6/2024,Expense,Shipping Fees,$611.47,Medical visit
8/24/2024,Expense,Shipping Fees,$790.47,Online purchase
12/10/2025,Expense,Shipping Fees,"$1,115.29",Course fee
1/5/2025,Expense,Shipping Fees,$883.20,Streaming service
3/19/2024,Expense,Shipping Fees,"$1,635.06",Groceries
8/23/2024,Expense,Shipping Fees,"$1,966.83",Family outing
8/6/2025,Expense,Shipping Fees,"$2,314.66",Family outing
3/6/2026,Expense,Shipping Fees,"$1,686.89",Office commute
9/12/2025,Expense,Shipping Fees,"$1,990.66",Medical visit
11/17/2024,Expense,Shipping Fees,$208.36,Course fee
6/1/2025,Expense,Shipping Fees,"$1,442.15",Family outing
7/3/2024,Expense,Shipping Fees,$43.70,Online purchase
3/4/2025,Expense,Shipping Fees,"$1,914.95",Vacation booking
1/30/2026,Expense,Shipping Fees,$320.36,Monthly payment
5/3/2026,Expense,Shipping Fees,$64.71,Office commute
3/15/2024,Expense,Shipping Fees,"$1,289.67",Streaming service
2/1/2025,Expense,Shipping Fees,$889.15,Course fee
12/14/2025,Expense,Shipping Fees,$607.38,Utility bill
5/1/2024,Expense,Shipping Fees,"$2,244.08",Medical visit
8/28/2025,Expense,Shipping Fees,"$1,543.49",Monthly payment
3/16/2024,Expense,Shipping Fees,"$2,375.05",Course fee
10/7/2025,Expense,Shipping Fees,"$1,853.04",Course fee
10/23/2024,Expense,Shipping Fees,"$1,751.78",Office commute
1/11/2026,Expense,Shipping Fees,"$2,291.27",Streaming service
3/26/2024,Expense,Shipping Fees,"$2,239.52",Groceries
8/30/2025,Expense,Shipping Fees,"$1,686.40",Vacation booking
1/23/2025,Expense,Shipping Fees,"$1,099.27",Streaming service
1/9/2026,Expense,Shipping Fees,$701.85,Online purchase
8/25/2024,Expense,Shipping Fees,"$1,235.77",Monthly payment
7/31/2025,Expense,Shipping Fees,"$2,243.77",Groceries
6/4/2025,Expense,Shipping Fees,$716.72,Course fee
11/22/2024,Expense,Shipping Fees,"$2,384.02",Monthly payment
4/13/2026,Expense,Shipping Fees,"$1,079.19",Utility bill
8/11/2025,Expense,Shipping Fees,$789.35,Medical visit
10/18/2024,Expense,Shipping Fees,$300.78,Utility bill
5/13/2025,Expense,Shipping Fees,$562.97,Office commute
10/22/2024,Expense,Shipping Fees,"$2,472.07",Online purchase
8/25/2024,Expense,Shipping Fees,$356.80,Family outing
7/19/2025,Expense,Shipping Fees,"$1,888.39",Monthly payment
9/4/2025,Expense,Shipping Fees,"$2,399.84",Streaming service
7/4/2025,Expense,Shipping Fees,$21.63,Monthly payment
1/13/2025,Expense,Shipping Fees,$708.18,Groceries
3/12/2025,Expense,Shipping Fees,"$1,304.63",Vacation booking
10/29/2024,Expense,Shipping Fees,"$1,792.05",Online purchase
3/31/2025,Expense,Shipping Fees,"$1,235.67",Online purchase
5/20/2024,Expense,Shipping Fees,"$1,830.43",Online purchase
12/28/2024,Expense,Shipping Fees,"$1,861.97",Family outing
1/14/2026,Expense,Shipping Fees,$821.15,Streaming service
12/9/2024,Expense,Shipping Fees,"$1,136.39",Streaming service
11/19/2025,Expense,Shipping Fees,"$1,768.49",Medical visit
2/9/2024,Expense,Shipping Fees,$255.59,Streaming service
11/21/2024,Expense,Shipping Fees,"$2,104.37",Monthly payment
10/11/2025,Expense,Shipping Fees,$618.55,Groceries
1/20/2025,Expense,Shipping Fees,"$1,685.00",Utility bill
4/26/2025,Expense,Shipping Fees,"$1,213.85",Office commute
1/21/2026,Expense,Shipping Fees,$710.09,Family outing
10/12/2025,Expense,Shipping Fees,"$2,377.33",Family outing
1/4/2024,Expense,Shipping Fees,$172.82,Streaming service
9/17/2025,Expense,Shipping Fees,"$1,776.43",Monthly payment
3/4/2025,Expense,Shipping Fees,"$1,535.38",Groceries
8/28/2024,Expense,Shipping Fees,"$1,213.16",Office commute
11/3/2024,Expense,Shipping Fees,"$2,188.22",Vacation booking
5/16/2025,Expense,Shipping Fees,"$1,496.62",Streaming service
5/7/2025,Expense,Shipping Fees,$245.85,Online purchase
2/12/2026,Expense,Shipping Fees,"$1,051.89",Vacation booking
11/29/2024,Expense,Shipping Fees,"$1,657.73",Online purchase
6/29/2024,Expense,Shipping Fees,"$2,391.01",Online purchase
12/21/2024,Expense,Shipping Fees,"$1,763.52",Vacation booking
5/10/2026,Expense,Shipping Fees,"$1,504.64",Family outing
1/30/2024,Expense,Shipping Fees,$673.47,Family outing
5/21/2026,Expense,Shipping Fees,$156.70,Medical visit
9/24/2024,Expense,Shipping Fees,"$1,031.02",Vacation booking
3/11/2025,Expense,Shipping Fees,$655.44,Monthly payment
10/1/2024,Expense,Shipping Fees,"$1,821.83",Medical visit
10/13/2025,Expense,Shipping Fees,$774.73,Course fee
8/14/2024,Expense,Shipping Fees,"$2,189.68",Streaming service
7/30/2024,Expense,Shipping Fees,"$2,369.96",Groceries
9/17/2025,Expense,Shipping Fees,$327.39,Streaming service
1/21/2024,Expense,Shipping Fees,"$2,007.02",Online purchase
3/10/2026,Expense,Shipping Fees,"$2,281.01",Streaming service
3/5/2024,Expense,Shipping Fees,"$1,299.03",Medical visit
7/2/2025,Expense,Shipping Fees,"$2,463.12",Streaming service
